Tenure,Monthly Charges,Device Protection,Streaming TV,Tech Support,Internet Service,Online Security,Streaming Movies,Online Backup,Payment Method,Churn
24,51.15,No,No,No,DSL,Yes,No,No,Electronic check,No
68,41.95,Yes,No,No,DSL,Yes,No,Yes,Electronic check,No
31,54.35,Yes,No,Yes,DSL,No,No,No,Mailed check,No
1,56.25,No,No,No,DSL,No,Yes,No,Electronic check,Yes
21,106.1,Yes,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,Yes
63,96.0,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
2,79.75,No,No,No,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes
61,61.45,Yes,Yes,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
1,68.65,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
18,19.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
6,19.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
33,100.0,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
16,20.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),Yes
56,98.7,Yes,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,No
23,19.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
9,73.8,Yes,No,No,Fiber optic,No,No,No,Electronic check,No
14,100.2,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
15,74.9,No,No,No,Fiber optic,No,No,No,Bank transfer (automatic),Yes
5,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
61,106.2,No,Yes,No,Fiber optic,Yes,Yes,Yes,Electronic check,No
70,116.55,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
15,99.7,No,Yes,No,Fiber optic,Yes,Yes,No,Electronic check,No
8,19.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
8,19.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
4,29.15,No,No,No,DSL,Yes,No,No,Mailed check,No
34,55.0,No,No,No,DSL,Yes,No,Yes,Mailed check,No
68,90.8,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
45,51.0,Yes,No,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
9,90.1,Yes,Yes,No,Fiber optic,No,No,No,Electronic check,No
22,59.05,No,No,Yes,DSL,Yes,No,No,Mailed check,No
2,20.3,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
70,72.95,Yes,Yes,Yes,DSL,No,No,Yes,Bank transfer (automatic),No
10,73.55,Yes,No,Yes,DSL,Yes,Yes,No,Credit card (automatic),No
72,84.3,Yes,Yes,Yes,DSL,Yes,Yes,No,Credit card (automatic),No
49,78.0,Yes,Yes,No,DSL,No,Yes,Yes,Credit card (automatic),No
54,72.1,No,Yes,Yes,DSL,No,No,Yes,Mailed check,No
71,106.75,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
22,19.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
50,20.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
43,20.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
45,24.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
64,103.5,No,Yes,No,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
23,23.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
68,25.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
1,70.85,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
2,69.8,No,No,No,Fiber optic,No,No,No,Credit card (automatic),Yes
26,59.45,No,Yes,Yes,DSL,No,No,No,Credit card (automatic),No
55,54.55,Yes,Yes,Yes,DSL,No,Yes,No,Bank transfer (automatic),Yes
14,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
71,82.55,Yes,Yes,Yes,DSL,Yes,Yes,No,Electronic check,No
64,81.25,Yes,Yes,Yes,DSL,Yes,No,Yes,Electronic check,No
7,70.75,No,Yes,Yes,DSL,No,Yes,No,Credit card (automatic),Yes
57,74.3,Yes,Yes,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
13,94.1,Yes,Yes,No,Fiber optic,No,No,Yes,Electronic check,Yes
3,29.7,No,No,No,DSL,Yes,No,No,Credit card (automatic),Yes
72,109.7,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Credit card (automatic),No
40,96.35,Yes,Yes,No,Fiber optic,No,No,Yes,Credit card (automatic),No
14,66.6,No,Yes,Yes,DSL,No,No,No,Credit card (automatic),No
2,44.5,No,No,No,DSL,No,No,No,Electronic check,No
66,110.9,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Credit card (automatic),Yes
38,105.0,Yes,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,Yes
1,25.3,No,No,No,DSL,No,No,No,Electronic check,Yes
22,55.15,No,No,Yes,DSL,No,No,Yes,Credit card (automatic),Yes
1,20.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
5,80.1,No,Yes,No,Fiber optic,No,No,No,Mailed check,No
29,69.05,No,Yes,Yes,DSL,Yes,No,No,Bank transfer (automatic),No
1,69.9,No,No,No,Fiber optic,No,No,No,Mailed check,Yes
3,20.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
71,19.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
9,50.1,No,No,No,DSL,No,No,Yes,Electronic check,No
43,101.4,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
48,83.45,Yes,Yes,No,DSL,Yes,Yes,Yes,Credit card (automatic),No
26,86.65,No,No,No,Fiber optic,Yes,No,Yes,Credit card (automatic),No
9,20.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
1,80.8,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
46,19.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
2,62.05,No,No,No,DSL,No,Yes,No,Bank transfer (automatic),Yes
1,76.45,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
64,60.05,Yes,Yes,Yes,DSL,Yes,Yes,No,Bank transfer (automatic),No
12,91.3,No,Yes,No,Fiber optic,No,No,Yes,Electronic check,Yes
6,95.75,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
59,20.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
7,94.05,No,Yes,No,Fiber optic,No,Yes,Yes,Mailed check,No
72,84.1,Yes,Yes,No,DSL,Yes,Yes,Yes,Credit card (automatic),No
16,78.75,No,No,No,Fiber optic,No,Yes,No,Electronic check,No
25,55.55,Yes,No,No,DSL,No,No,No,Credit card (automatic),No
34,62.65,No,No,Yes,DSL,Yes,No,Yes,Electronic check,Yes
1,74.5,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
10,102.1,Yes,Yes,No,Fiber optic,No,Yes,Yes,Credit card (automatic),Yes
24,20.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
10,70.3,No,Yes,No,DSL,Yes,No,Yes,Electronic check,No
69,53.65,No,No,No,DSL,Yes,No,Yes,Credit card (automatic),No
57,20.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
50,103.4,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
28,50.8,Yes,Yes,Yes,DSL,Yes,No,No,Mailed check,No
16,50.15,No,No,No,DSL,Yes,No,No,Electronic check,Yes
25,79.0,No,Yes,Yes,DSL,Yes,Yes,Yes,Mailed check,No
3,74.6,No,No,No,Fiber optic,No,No,Yes,Bank transfer (automatic),No
61,96.5,No,Yes,No,Fiber optic,No,Yes,No,Bank transfer (automatic),No
2,20.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
51,19.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
71,77.55,Yes,Yes,No,DSL,Yes,Yes,No,Credit card (automatic),No
20,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
6,19.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
6,20.2,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
29,67.45,No,No,Yes,DSL,Yes,No,Yes,Mailed check,No
36,18.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
28,29.75,Yes,No,No,DSL,No,No,No,Mailed check,No
7,86.5,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
63,24.2,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
48,23.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
49,20.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
27,81.45,No,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
72,92.3,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
1,69.15,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
72,53.65,No,Yes,Yes,DSL,No,Yes,Yes,Credit card (automatic),No
47,39.65,No,No,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
1,54.65,No,Yes,No,DSL,No,No,No,Electronic check,No
36,104.8,Yes,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
43,29.3,No,No,No,DSL,No,No,Yes,Credit card (automatic),No
27,83.85,Yes,Yes,Yes,DSL,No,Yes,Yes,Electronic check,No
9,79.55,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
38,103.65,Yes,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,No
35,99.05,No,Yes,No,Fiber optic,Yes,Yes,No,Electronic check,No
0,73.35,Yes,Yes,Yes,DSL,No,No,Yes,Mailed check,No
59,100.05,No,Yes,Yes,Fiber optic,No,Yes,Yes,Mailed check,No
27,20.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
2,43.95,No,No,No,DSL,No,No,No,Electronic check,No
7,23.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
36,70.7,No,No,Yes,DSL,No,Yes,Yes,Mailed check,No
41,94.3,No,Yes,No,Fiber optic,Yes,No,Yes,Bank transfer (automatic),No
13,29.15,No,No,No,DSL,No,No,Yes,Electronic check,No
19,20.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
60,37.7,No,No,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
48,95.5,Yes,Yes,Yes,Fiber optic,No,No,Yes,Mailed check,Yes
3,91.05,Yes,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
69,92.45,No,Yes,Yes,Fiber optic,No,No,Yes,Mailed check,No
43,44.15,Yes,No,Yes,DSL,No,Yes,No,Electronic check,No
11,36.05,No,No,Yes,DSL,Yes,No,No,Mailed check,No
45,50.25,Yes,No,No,DSL,No,No,No,Credit card (automatic),No
72,109.75,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Credit card (automatic),No
2,79.2,Yes,No,No,Fiber optic,No,No,No,Electronic check,Yes
12,20.3,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
67,112.35,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Credit card (automatic),No
37,94.3,Yes,Yes,Yes,Fiber optic,No,No,No,Mailed check,No
39,41.15,No,No,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
41,74.65,Yes,No,Yes,DSL,Yes,Yes,No,Bank transfer (automatic),No
25,48.25,Yes,Yes,No,DSL,No,Yes,No,Electronic check,No
8,76.15,No,No,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
71,71.1,Yes,No,Yes,DSL,Yes,No,Yes,Mailed check,No
5,96.55,Yes,No,No,Fiber optic,No,Yes,Yes,Electronic check,No
30,79.3,Yes,Yes,No,DSL,Yes,Yes,No,Credit card (automatic),No
40,89.6,No,No,Yes,Fiber optic,No,Yes,Yes,Credit card (automatic),No
54,20.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
72,106.3,Yes,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
28,100.35,Yes,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
18,85.6,No,No,Yes,Fiber optic,No,Yes,No,Electronic check,No
2,45.25,No,Yes,No,DSL,No,Yes,No,Electronic check,Yes
59,106.15,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
22,51.1,No,No,Yes,DSL,No,No,No,Electronic check,No
1,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
72,25.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
14,74.3,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
50,99.4,No,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,No
48,69.7,Yes,Yes,Yes,DSL,Yes,No,No,Bank transfer (automatic),No
49,98.35,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
28,85.45,Yes,Yes,No,Fiber optic,No,No,No,Electronic check,No
68,95.9,Yes,No,No,Fiber optic,No,Yes,Yes,Electronic check,No
13,100.75,No,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,No
11,89.2,Yes,Yes,No,Fiber optic,No,No,No,Electronic check,No
3,74.1,No,No,No,Fiber optic,No,No,No,Credit card (automatic),Yes
57,100.6,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
3,75.0,No,No,No,Fiber optic,No,No,No,Mailed check,Yes
72,25.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
70,84.1,Yes,Yes,Yes,DSL,No,Yes,Yes,Electronic check,No
49,79.3,No,Yes,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
67,107.05,Yes,Yes,No,Fiber optic,Yes,Yes,No,Credit card (automatic),No
46,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
64,70.2,No,Yes,Yes,DSL,Yes,No,Yes,Credit card (automatic),Yes
37,19.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
2,70.75,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
13,45.3,No,Yes,No,DSL,No,Yes,No,Electronic check,No
72,115.15,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Electronic check,No
68,72.95,Yes,Yes,Yes,DSL,No,Yes,No,Bank transfer (automatic),No
15,19.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
24,19.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
24,89.55,No,No,Yes,Fiber optic,No,Yes,No,Electronic check,No
27,50.35,No,No,No,DSL,Yes,No,No,Mailed check,No
12,50.25,No,No,Yes,DSL,No,No,No,Bank transfer (automatic),Yes
71,87.25,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
67,20.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
63,109.25,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
1,20.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
4,55.9,No,No,No,DSL,No,Yes,No,Electronic check,No
40,79.2,No,No,No,Fiber optic,Yes,No,Yes,Credit card (automatic),Yes
12,96.0,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
52,79.2,Yes,Yes,No,DSL,Yes,Yes,Yes,Electronic check,No
10,24.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
68,101.35,Yes,Yes,No,Fiber optic,Yes,No,Yes,Bank transfer (automatic),No
54,100.1,No,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,Yes
4,56.5,No,No,Yes,DSL,No,No,Yes,Mailed check,Yes
52,35.45,Yes,No,No,DSL,Yes,No,No,Mailed check,No
1,85.0,Yes,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
70,79.4,Yes,Yes,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
43,35.2,Yes,No,No,DSL,Yes,No,No,Credit card (automatic),No
52,19.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
12,49.85,Yes,No,Yes,DSL,Yes,Yes,No,Mailed check,No
56,68.75,No,No,No,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
0,61.9,No,No,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
42,79.9,Yes,No,No,Fiber optic,No,No,No,Electronic check,No
22,89.75,No,Yes,No,Fiber optic,No,Yes,No,Bank transfer (automatic),No
51,59.3,Yes,Yes,No,DSL,Yes,Yes,Yes,Electronic check,Yes
27,19.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
51,93.65,Yes,No,No,Fiber optic,Yes,Yes,No,Bank transfer (automatic),No
4,49.4,No,No,No,DSL,Yes,No,No,Electronic check,Yes
1,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
35,55.0,No,Yes,No,DSL,No,No,No,Mailed check,Yes
71,72.9,Yes,No,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
1,69.2,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
69,25.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
14,19.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
57,55.7,No,No,Yes,DSL,Yes,No,No,Electronic check,No
72,117.5,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
48,19.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
4,78.9,No,Yes,No,Fiber optic,No,No,No,Mailed check,No
31,20.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
